Use,old_calval,SourceEntity,lab,UniqueID_v2,lat,long,siteid,waterbody_name,Year,Month,CollDate,daynum,CollMeth,Freq,SameYr_SameDay2,SameYr_DiftDay2,MultipleYrs,Unit_OBSPRED_final,MWMT_TolAnal,MWMT_source,MWMT_93_11,MWMT_Annual,Aug_93_11,NORWEST_Unit,Ecoregion_name,eco3,L4_eco_code,L4_eco_name,slope_nhd,wsarea_km2,elev_m,ElevWs,ICI,IWI,PctUrbCat,PctUrbWs,PctAgCat,PctAgWs,PctForCat,PctForWs,RdDensCat,RdDensWs,Tmean8110Cat,Tmean8110Ws,Precip8110Cat,Precip8110Ws
Y,CAL,Clallam County,ESC,SampPSSB_8620_13533,47.952688,-124.339194,PSSB_0018,Elk Creek,2014,8,8/8/2014 0:00,220,targeted riffle,multi,,,PSSB_0018,WACoast_124543,17.42,annual,16.77,17.42,13.56,WACoast,Coast Range,CR,1c,Low Olympics,2.239144,14.9004,255.0558559,255.0558559,0.761329146,0.761329146,0.453007973,0.453007973,0.767093501,0.767093501,94.28001933,94.28001933,1.23305619,1.23305619,9.834184461,9.834184461,3118.782375,3118.782375
Y,CAL,Clallam County,ESC,SampPSSB_8621_13534,47.947106,-124.308746,PSSB_0020,Elk Creek,2014,8,8/8/2014 0:00,220,targeted riffle,multi,,,PSSB_0020,WACoast_124541,17.23,annual,16.59,17.23,13.4,WACoast,Coast Range,CR,1c,Low Olympics,2.239144,14.9004,255.0558559,255.0558559,0.761329146,0.761329146,0.453007973,0.453007973,0.767093501,0.767093501,94.28001933,94.28001933,1.23305619,1.23305619,9.834184461,9.834184461,3118.782375,3118.782375
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8622_13535,48.101265,-123.391713,PSSB_0092,Ennis Creek,2014,9,9/10/2014 0:00,253,targeted riffle,multi,,,PSSB_0092,WACoast_125429,16.49,annual,15.84,16.49,12.84,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.970506,22.1373,95.19150482,696.6010928,0.524886686,0.728158622,38.63636364,5.065658414,0.344352617,0.516323129,27.92699725,72.5373013,6.150559481,1.555256931,9.517652388,7.601281536,732.7131031,1573.62134
Y,CAL,Clallam County,ESC,SampPSSB_8623_13536,48.089792,-124.306021,PSSB_0021,Lake Creek,2014,9,9/5/2014 0:00,248,targeted riffle,multi,PSSB_0021__2014-09-05 ,,PSSB_0021,WACoast_127553,17.77,annual,17.13,17.77,13.42,WACoast,Coast Range,CR,1c,Low Olympics,0.970767,13.4748,222.3200112,262.6785206,0.860090802,0.85765303,0,0,0,0,77.93728223,78.71359872,0.84107501,0.458565983,9.864265781,9.701666348,2785.399325,2778.948027
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8623_13537,48.089792,-124.306021,PSSB_0021,Lake Creek,2014,9,9/5/2014 0:00,248,targeted riffle,multi,PSSB_0021__2014-09-05 ,,PSSB_0021,WACoast_127553,17.77,annual,17.13,17.77,13.42,WACoast,Coast Range,CR,1c,Low Olympics,0.970767,13.4748,222.3200112,262.6785206,0.860090802,0.85765303,0,0,0,0,77.93728223,78.71359872,0.84107501,0.458565983,9.864265781,9.701666348,2785.399325,2778.948027
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8624_13538,48.124879,-123.218497,PSSB_0129,McDonald Creek (Port Angeles),2014,9,9/26/2014 0:00,269,targeted riffle,multi,,,PSSB_0129,WACoast_125858,17.74,annual,17.09,17.74,13.45,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,1.788989,58.2075,84.4596576,462.9794339,0.409209654,0.804325014,24.18220728,3.60417472,25.08407215,2.538848087,31.6111281,64.25976034,3.303220609,1.175920862,10.04100679,8.905564928,547.6890992,968.5827765
Y,CAL,Clallam County,ESC,SampPSSB_8625_13539,47.928558,-124.423843,PSSB_0007,Mill Creek (Forks),2014,8,8/1/2014 0:00,213,targeted riffle,multi,PSSB_0007__2014-08-01 ,,PSSB_0007,WACoast_124861,18.9,annual,18.26,18.9,14.16,WACoast,Coast Range,CR,1b,Coastal Uplands,0.244076,328.9977,73.04522485,466.4004123,0.751792206,0.799354867,3.214990138,0.608940427,4.536489152,0.329364005,44.81262327,88.62791442,2.016628782,0.504493074,9.86617581,9.093601583,2754.225671,3572.610892
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8625_13540,47.928558,-124.423843,PSSB_0007,Mill Creek (Forks),2014,8,8/1/2014 0:00,213,targeted riffle,multi,PSSB_0007__2014-08-01 ,,PSSB_0007,WACoast_124861,18.9,annual,18.26,18.9,14.16,WACoast,Coast Range,CR,1b,Coastal Uplands,0.244076,328.9977,73.04522485,466.4004123,0.751792206,0.799354867,3.214990138,0.608940427,4.536489152,0.329364005,44.81262327,88.62791442,2.016628782,0.504493074,9.86617581,9.093601583,2754.225671,3572.610892
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8626_13541,48.1115,-123.282918,PSSB_0119,Siebert Creek,2014,9,9/20/2014 0:00,263,targeted riffle,multi,PSSB_0119__2014-09-20 ,,PSSB_0119,WACoast_126036,17.47,annual,16.82,17.47,12.99,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,1.531557,49.581,121.4426004,423.1770381,0.458738044,0.740207912,10.1647843,2.443274641,26.24513979,5.146124524,47.16719126,68.65674351,2.593605304,1.13720639,9.535017876,8.790933325,686.5387355,1088.693783
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8626_13542,48.1115,-123.282918,PSSB_0119,Siebert Creek,2014,9,9/20/2014 0:00,263,targeted riffle,multi,PSSB_0119__2014-09-20 ,,PSSB_0119,WACoast_126036,17.47,annual,16.82,17.47,12.99,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,1.531557,49.581,121.4426004,423.1770381,0.458738044,0.740207912,10.1647843,2.443274641,26.24513979,5.146124524,47.16719126,68.65674351,2.593605304,1.13720639,9.535017876,8.790933325,686.5387355,1088.693783
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8627_13543,47.952821,-124.243506,PSSB_0027,Sitkum River,2014,9,9/19/2014 0:00,262,targeted riffle,multi,,,PSSB_0027,WACoast_124986,20.88,annual,20.24,20.88,14.72,WACoast,Coast Range,CR,1c,Low Olympics,0.841606,79.9074,294.5111298,572.5545188,0.883768046,0.876984525,0,0.07320974,0,0,96.6303132,89.91845561,1.940000132,1.047349023,9.692223915,8.792968472,3189.847611,3449.792755
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8628_13544,48.0375,-123.954602,PSSB_0045,Sol Duc River,2014,9,9/12/2014 0:00,255,targeted riffle,multi,,,PSSB_0045,WACoast_126108,16.56,annual,15.92,16.56,12.34,WACoast,Coast Range,CR,1c,Low Olympics,6.410156,31.1508,389.8903065,749.0482512,0.833446301,0.879927437,0,0.87541893,0,0,97.31800766,87.65745984,2.452455736,1.832932157,9.059957968,8.099764778,2107.318517,3286.234409
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_8629_13545,48.013779,-124.471004,PSSB_0004,Thunder Creek,2014,8,8/29/2014 0:00,241,targeted riffle,multi,,,PSSB_0004,WACoast_126866,18.07,annual,17.43,18.07,13.82,WACoast,Coast Range,CR,1b,Coastal Uplands,0.832764,19.6551,122.8103239,133.9408929,0.858134788,0.811209471,0,0,0,0,84.56317269,79.08787032,0.936978307,1.014050543,10.11984894,10.10522077,2798.350595,2801.969604
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_9065_14000,47.939195,-124.380572,PSSB_0014,Mill Creek (Forks),2014,8,8/1/2014 0:00,213,targeted riffle,multi,,,PSSB_0014,WACoast_124987,17.05,annual,16.41,17.05,12.88,WACoast,Coast Range,CR,1c,Low Olympics,1.461472,9.1332,107.8652244,166.8969265,0.491785285,0.616144546,25.4578386,12.46551045,12.51760918,6.129286559,32.60213323,65.07686244,4.277907986,2.916779694,10.0887575,10.01254976,2894.738511,3019.898114
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_9210_14212,48.066185,-124.234594,PSSB_0029,Bear Creek (Sol Duc River),2016,9,9/6/2016 0:00,250,targeted riffle,multi,,,PSSB_0029,WACoast_127034,16.75,1993-2011,16.75,,13.19,WACoast,Coast Range,CR,1b,Coastal Uplands,0.890728,46.9521,186.9760539,408.0810596,0.781736982,0.869185127,3.645007924,0.130345608,0,0,51.98098257,88.80369568,2.402695133,1.042820033,9.80609276,9.174167549,2509.790458,2456.171219
Y,NOT_CALVAL,Clallam County,ESC,SampPSSB_9575_14600,47.939195,-124.380572,PSSB_0014,Mill Creek (Forks),2017,9,9/29/2017 0:00,272,targeted riffle,multi,PSSB_0014__2017-09-29 ,,PSSB_0014,WACoast_124987,16.41,1993-2011,16.41,,12.88,WACoast,Coast Range,CR,1c,Low Olympics,1.461472,9.1332,107.8652244,166.8969265,0.491785285,0.616144546,25.4578386,12.46551045,12.51760918,6.129286559,32.60213323,65.07686244,4.277907986,2.916779694,10.0887575,10.01254976,2894.738511,3019.898114
Y,CAL,Clallam County,ESC,SampPSSB_9575_14601,47.939195,-124.380572,PSSB_0014,Mill Creek (Forks),2017,9,9/29/2017 0:00,272,targeted riffle,multi,PSSB_0014__2017-09-29 ,,PSSB_0014,WACoast_124987,16.41,1993-2011,16.41,,12.88,WACoast,Coast Range,CR,1c,Low Olympics,1.461472,9.1332,107.8652244,166.8969265,0.491785285,0.616144546,25.4578386,12.46551045,12.51760918,6.129286559,32.60213323,65.07686244,4.277907986,2.916779694,10.0887575,10.01254976,2894.738511,3019.898114
Y,CAL,Clallam County,ESC,SampPSSB_9576_14602,47.952821,-124.243506,PSSB_0027,Sitkum River,2017,9,9/29/2017 0:00,272,targeted riffle,multi,,,PSSB_0027,WACoast_124986,20.24,1993-2011,20.24,,14.72,WACoast,Coast Range,CR,1c,Low Olympics,0.841606,79.9074,294.5111298,572.5545188,0.883768046,0.876984525,0,0.07320974,0,0,96.6303132,89.91845561,1.940000132,1.047349023,9.692223915,8.792968472,3189.847611,3449.792755
Y,CAL,Clallam County,ESC,SampPSSB_10063_15128,48.105212,-123.338054,PSSB_0112,Bagley Creek,2018,9,9/23/2018 0:00,266,targeted riffle,multi,,,PSSB_0112,WACoast_125647,16.07,1993-2011,16.07,,12.93,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.722532,19.1151,154.7958972,201.0820406,0.549451272,0.632796101,7.942357044,5.993690852,19.67493584,14.07787561,41.68585905,39.3474269,2.211373927,2.162611721,9.253046226,9.092557938,782.8830095,840.3599685
Y,VAL,Clallam County,ESC,SampPSSB_10064_15129,48.10502,-123.337299,PSSB_0113,Bagley Creek,2018,9,9/23/2018 0:00,266,targeted riffle,single,,,,WACoast_125647,16.07,1993-2011,16.07,,12.93,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.722532,19.1151,154.7958972,201.0820406,0.549451272,0.632796101,7.942357044,5.993690852,19.67493584,14.07787561,41.68585905,39.3474269,2.211373927,2.162611721,9.253046226,9.092557938,782.8830095,840.3599685
Y,CAL,Clallam County,ESC,SampPSSB_10065_15130,48.083446,-123.05543,PSSB_0157,Bell Creek,2018,9,9/21/2018 0:00,264,targeted riffle,single,,,,WACoast_125271,18.46,1993-2011,18.46,,14.01,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.164428,19.0071,76.90973796,146.2339509,0.251961076,0.255884235,36.56324239,26.970974,42.89108056,44.37710119,9.754517313,21.02372271,5.950007913,5.161691327,10.17206137,10.15454196,448.4526883,511.371111
Y,CAL,Clallam County,ESC,SampPSSB_10066_15131,48.070713,-123.104005,PSSB_0146,Bell Creek,2018,9,9/25/2018 0:00,268,targeted riffle,single,,,,WACoast_125267,17.36,1993-2011,17.36,,13.32,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.164428,19.0071,76.90973796,146.2339509,0.251961076,0.255884235,36.56324239,26.970974,42.89108056,44.37710119,9.754517313,21.02372271,5.950007913,5.161691327,10.17206137,10.15454196,448.4526883,511.371111
Y,CAL,Clallam County,ESC,SampPSSB_10214_15286,48.112919,-123.387367,PSSB_0093,Lees Creek,2018,8,8/21/2018 0:00,233,targeted riffle,single,,,,WACoast_126336,16.27,1993-2011,16.27,,13.1,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,3.844051,11.9574,84.06351982,230.419008,0.555943083,0.520796071,57.35682819,16.11470721,2.334801762,15.8437453,20.74889868,46.57534247,5.856483086,2.941150438,9.618954119,8.983362728,711.5323675,918.9590245
Y,CAL,Clallam County,ESC,SampPSSB_10215_15287,48.097061,-123.376469,PSSB_0098,Lees Creek,2018,9,9/7/2018 0:00,250,targeted riffle,single,,,,WACoast_126334,15.8,1993-2011,15.8,,12.69,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,3.844051,11.9574,84.06351982,230.419008,0.555943083,0.520796071,57.35682819,16.11470721,2.334801762,15.8437453,20.74889868,46.57534247,5.86E+00,2.94E+00,9.618954119,8.983362728,711.5323675,918.9590245
Y,CAL,Clallam County,ESC,SampPSSB_10216_15288,48.096713,-123.375555,PSSB_0100,Lees Creek EF,2018,9,9/7/2018 0:00,250,targeted riffle,single,,,,WACoast_125657,16.92,1993-2011,16.92,,13.08,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.017972,6.5142,133.0555077,290.3315695,0.590568737,0.457019222,20.07083825,6.382978723,5.07674144,22.27134568,38.42975207,46.65653495,4.18E+00,2.42E+00,9.301976736,8.814977631,772.0457015,993.4416412
Y,CAL,Clallam County,ESC,SampPSSB_10248_15319,48.108671,-123.513386,PSSB_0071,Dry Creek,2018,9,9/13/2018 0:00,256,targeted riffle,single,,,,WACoast_126214,15.4,1993-2011,15.4,,12.59,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,6.285271,6.687,305.5187362,305.5187362,0.628477987,0.628477987,4.737550471,4.737550471,8.209959623,8.209959623,55.06056528,55.06056528,0.782856514,0.782856514,8.866622122,8.866622122,1093.934986,1093.934986
Y,CAL,Clallam County,ESC,SampPSSB_10249_15320,48.101265,-123.391713,PSSB_0092,Ennis Creek,2018,10,10/1/2018 0:00,274,targeted riffle,multi,,,PSSB_0092,WACoast_125429,15.84,1993-2011,15.84,,12.84,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.970506,22.1373,95.19150482,696.6010928,0.524886686,0.728158622,38.63636364,5.065658414,0.344352617,0.516323129,27.92699725,72.5373013,6.150559481,1.555256931,9.517652388,7.601281536,732.7131031,1573.62134
Y,CAL,Clallam County,ESC,SampPSSB_10250_15321,48.097048,-123.393285,PSSB_0091,Ennis Creek,2018,10,10/1/2018 0:00,274,targeted riffle,single,,,,WACoast_125428,15.36,1993-2011,15.36,,12.53,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.970506,22.1373,95.19150482,696.6010928,0.524886686,0.728158622,38.63636364,5.065658414,0.344352617,0.516323129,27.92699725,72.5373013,6.150559481,1.555256931,9.517652388,7.601281536,732.7131031,1573.62134
Y,CAL,Clallam County,ESC,SampPSSB_10251_15322,48.105477,-123.383731,PSSB_0094,Lees Creek,2018,8,8/21/2018 0:00,233,targeted riffle,single,,,,WACoast_126335,16.39,1993-2011,16.39,,13.06,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,3.844051,11.9574,84.06351982,230.419008,0.555943083,0.520796071,57.35682819,16.11470721,2.334801762,15.8437453,20.74889868,46.57534247,5.856483086,2.941150438,9.618954119,8.983362728,711.5323675,918.9590245
Y,VAL,Clallam County,ESC,SampPSSB_10252_15323,48.105057,-123.383124,PSSB_0095,Lees Creek,2018,9,9/10/2018 0:00,253,targeted riffle,single,,,,WACoast_126335,16.39,1993-2011,16.39,,13.06,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,3.844051,11.9574,84.06351982,230.419008,0.555943083,0.520796071,57.35682819,16.11470721,2.334801762,15.8437453,20.74889868,46.57534247,5.856483086,2.941150438,9.618954119,8.983362728,711.5323675,918.9590245
Y,CAL,Clallam County,ESC,SampPSSB_10253_15324,48.081315,-123.376637,PSSB_0097,Lees Creek,2018,9,9/10/2018 0:00,253,targeted riffle,single,,,,WACoast_126013,15.59,1993-2011,15.59,,12.39,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,2.446254,2.9313,216.15677,216.15677,0.598048368,0.598048368,9.456555112,9.456555112,13.11022413,13.11022413,63.15627878,63.15627878,2.097877784,2.097877784,8.86211869,8.86211869,921.9944745,921.9944745
Y,CAL,Clallam County,ESC,SampPSSB_10254_15325,48.135892,-123.152751,PSSB_0138,Matriotti Creek,2018,9,9/18/2018 0:00,261,targeted riffle,single,,,,WACoast_125618,18.33,1993-2011,18.33,,14.21,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,0.687189,34.3224,63.95023006,100.3288135,0.266171915,0.314753287,24.4948012,21.19781833,51.88089399,39.79704216,12.07295589,21.40234949,3.585028998,3.128172457,10.10952695,10.07868568,483.7724764,521.1237843
Y,CAL,Clallam County,ESC,SampPSSB_10255_15326,48.075832,-123.174383,PSSB_0130,Matriotti Creek,2018,9,9/18/2018 0:00,261,targeted riffle,single,,,,WACoast_125609,16.39,1993-2011,16.39,,13.02,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,3.596041,8.1621,140.6539924,216.6713486,0.563662045,0.72841226,21.51228733,10.15547469,4.234404537,1.234976293,45.82230624,51.46102106,2.668303682,1.606983361,10.23885337,9.97930085,540.7264337,640.8238539
Y,CAL,Pierce County,Rhithron,SampPSSB_8633_13550,47.271067,-122.805943,PSSB_0201,Herron Creek,2016,6,6/29/2016 0:00,181,targeted riffle,single,,,,WACoast_111760,16.91,1993-2011,16.91,,13.51,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.757039,3.6801,55.13771607,57.69724627,0.82716783,0.825896953,1.457827143,1.369528002,0,0,82.88788615,81.31572512,3.010629521,3.187545167,10.74708389,10.75187134,1277.16467,1272.557483
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8634_13551,47.175524,-122.018775,PSSB_1128,Boise Creek,2016,8,8/29/2016 0:00,242,targeted riffle,multi,,,PSSB_1128,WACoast_109612,16.66,1993-2011,16.66,,13,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,1.50175,42.3018,223.1602385,448.0907936,0.21375047,0.426997486,47.93484584,10.26977575,31.76265271,11.1803753,1.279813845,51.4637675,6.691561082,4.857318957,10.23169717,8.945779748,1211.827462,1666.15945
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8636_13553,47.733381,-122.13722,PSSB_0843,Sammamish River tributary (0090),2016,8,8/1/2016 0:00,214,targeted riffle,multi,,,PSSB_0843,WACoast_118444,18.21,1993-2011,18.21,,14.96,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,4.97703,2.4129,122.8527676,122.8527676,0.61449445,0.61449445,37.0384185,37.0384185,0,0,23.83439015,23.83439015,8.20725719,8.20725719,10.87199042,10.87199042,1049.829963,1049.829963
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8638_13555,47.531728,-121.983455,PSSB_1173,Issaquah Creek - E Fork,2016,7,7/27/2016 0:00,209,targeted riffle,multi,,,PSSB_1173,WACoast_114757,18.15,1993-2011,18.15,,14.59,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,2.396488,22.5666,185.8391604,306.6118525,0.56696025,0.693709633,28.58783008,11.517907,0,0,62.91618829,79.54055994,6.180906061,3.671752466,10.42519678,9.767386286,1459.937953,1779.914115
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8639_13556,47.453235,-122.137979,PSSB_0839,Madsen Creek,2016,8,8/23/2016 0:00,236,targeted riffle,multi,,,PSSB_0839,WACoast_113412,17.29,1993-2011,17.29,,13.86,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,3.184139,5.4639,141.1699704,141.1699704,0.598064673,0.598064673,64.3057157,64.3057157,0,0,19.40372262,19.40372262,9.728658517,9.728658517,10.77148299,10.77148299,1169.625227,1169.625227
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8641_13558,47.553342,-122.068203,PSSB_1012,Tibbetts Creek,2016,8,8/17/2016 0:00,230,targeted riffle,multi,,,PSSB_1012,WACoast_114809,19.3,1993-2011,19.3,,16.03,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,1.26642,13.4478,146.4289108,237.6176917,0.565030139,0.711663247,29.59823074,13.25123812,0.350165868,0.214161424,51.91669738,76.66978985,6.398583784,3.734923115,10.80312902,10.24512508,1201.064644,1358.905843
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8642_13559,47.353074,-122.20751,PSSB_0667,Green River - Lower tributary (S 277th St.),2016,8,8/17/2016 0:00,230,targeted riffle,multi,,,PSSB_0667,WACoast_111958,21.33,1993-2011,21.33,,16.99,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,0.075739,1027.7937,23.29064353,587.8182078,0.328329565,0.629543205,58.10225998,10.47169291,14.89020676,4.322268175,11.620452,55.16408594,7.171000395,3.808880441,11.64218325,8.240489687,986.1372128,1791.995512
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8644_13561,47.315006,-121.867614,PSSB_1308,Green River - Middle tributary,2016,8,8/25/2016 0:00,238,targeted riffle,multi,,,PSSB_1308,WACoast_111529,14.85,1993-2011,14.85,,12.5,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,19.917861,2.5659,618.4202315,618.4202315,0.864188633,0.864188633,0.455980358,0.455980358,0,0,70.36127675,70.36127675,2.644757601,2.644757601,7.948913279,7.948913279,2306.024446,2306.024446
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8645_13562,47.362218,-122.099903,PSSB_0927,Jenkins Creek,2016,8,8/16/2016 0:00,229,targeted riffle,multi,,,PSSB_0927,WACoast_112212,18.07,1993-2011,18.07,,14.52,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,0.527054,46.9512,150.6278577,150.6278577,0.542997261,0.542997261,43.03021009,43.03021009,1.460665542,1.460665542,24.5476154,24.5476154,7.726945621,7.726945621,10.6220214,10.6220214,1258.883128,1258.883128
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8646_13563,47.190111,-121.981778,PSSB_1174,Boise Creek,2016,8,8/29/2016 0:00,242,targeted riffle,multi,,,PSSB_1174,WACoast_109609,17.44,1993-2011,17.44,,13.16,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,0.324225,40.7547,243.6926343,456.6294422,0.263564771,0.481264217,29.7107438,8.839962017,42.82024793,10.399046,15.27892562,53.3688139,5.666648243,4.787688804,10.09671699,8.896964695,1243.084234,1683.406468
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8647_13564,47.63797,-121.914658,PSSB_1263,Tolt River,2016,8,8/29/2016 0:00,242,targeted riffle,multi,PSSB_1263__2016-08-29 ,,PSSB_1263,WACoast_116529,20.86,1993-2011,20.86,,15.03,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,0.654781,261.9,23.71619355,609.2552218,0.618029207,0.773185514,12.25806452,1.051202749,3.225806452,0.222680412,26.4516129,65.40790378,5.3753524,2.569406064,11.4222004,8.340414136,1146.143116,2644.934234
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8647_13883,47.63797,-121.914658,PSSB_1263,Tolt River,2016,8,8/29/2016 0:00,242,targeted riffle,multi,PSSB_1263__2016-08-29 ,,PSSB_1263,WACoast_116529,20.86,1993-2011,20.86,,15.03,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,0.654781,261.9,23.71619355,609.2552218,0.618029207,0.773185514,12.25806452,1.051202749,3.225806452,0.222680412,26.4516129,65.40790378,5.3753524,2.569406064,11.4222004,8.340414136,1146.143116,2644.934234
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8648_13565,47.275597,-122.088114,PSSB_0966,O'Grady Creek,2016,8,8/29/2016 0:00,242,targeted riffle,multi,,,PSSB_0966,WACoast_111026,14.9,1993-2011,14.9,,12.32,WACoast,Puget Lowland,PL,2b,Eastern Puget Riverine Lowlands,4.25591,3.5235,65.48490196,161.5145722,0.847280217,0.320085727,3.529411765,7.024265645,0,42.93742018,76.47058824,24.64878672,2.708381461,2.316656383,11.05462946,10.59820851,1107.684301,1145.578402
Y,VAL,King County - DNRP,Rhithron,SampPSSB_8649_13566,47.83994,-122.16225,PSSB_0748,Little Bear Creek,2016,9,9/1/2016 0:00,245,targeted riffle,multi,,,PSSB_0748,WACoast_120436,17.17,1993-2011,17.17,,13.05,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.877002,24.5844,127.6015873,127.6015873,0.659743799,0.659743799,26.38380436,26.38380436,0.054912872,0.054912872,36.2461561,36.2461561,5.177279112,5.177279112,10.70997084,10.70997084,1077.87402,1077.87402
Y,NOT_CALVAL,King County - DNRP,Rhithron,SampPSSB_8651_13567,47.615841,-121.900707,PSSB_1280,Griffin Creek,2016,9,9/19/2016 0:00,263,targeted riffle,multi,,,PSSB_1280,WACoast_115866,18.6,1993-2011,18.6,,14.17,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,1.77579,44.1216,79.83911267,241.7264014,0.554235773,0.777645887,2.364273205,0.375326371,11.73380035,0.820006527,54.34909515,62.29397846,4.013386409,3.41946982,10.99199662,9.999335006,1284.275866,1667.536853
