TaxaID_v2,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,WAopt,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN,WAtol,CurveShape,WA_MinusTol,WA_PlusTol,GAM,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM_Rank,Ubiquitous,Comment,RAW_DATA_OCCUR,RAI_TAXON,Taxon_Group,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Gonomyia,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,4,Gonomyia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Gonomyia,,,,,
Gonomyodes,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,1,Gonomyodes,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Gonomyodes,,,,,
Hesperoconopa,Hesperoconopa,Hesperoconopa,Limoniidae,Hesperoconopa,,173,15.4773248,,cold,,core cold,,3.320628745,*Decreaser,12.15669606,18.79795355,3.8,3.8,11.3,NA,NA,144,51.5,0,,173,Hesperoconopa,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Hesperoconopa,,,,,
Molophilus,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,24,Molophilus,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Molophilus,,,,,
Ormosia,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,18,Ormosia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Ormosia,,,,,
Rhabdomastix (Lurdia),Rhabdomastix,Rhabdomastix,Limoniidae,Rhabdomastix,,166,15.21982952,,cold,,core cold,,2.920649418,*Decreaser,12.2991801,18.14047894,3.8,3.8,5.2,NA,NA,120,51.5,0,,22,Rhabdomastix (Lurdia),Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Rhabdomastix,Rhabdomastix,Rhabdomastix,Limoniidae,Rhabdomastix,,166,15.21982952,,cold,,core cold,,2.920649418,*Decreaser,12.2991801,18.14047894,3.8,3.8,5.2,NA,NA,120,51.5,0,,151,Rhabdomastix,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Dactylolabis,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,1,Dactylolabis,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Dactylolabinae,,,Dactylolabis,,,,,
Austrolimnophila,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,2,Austrolimnophila,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Austrolimnophila,,,,,
Eloeophila,Eloeophila,Eloeophila,Limoniidae,Eloeophila,,239,16.01149568,,cold,,core cold/cold,,2.987867493,*Decreaser,13.02362818,18.99936317,3.8,3.8,14.8,NA,NA,183,51.5,0,,239,Eloeophila,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Eloeophila,,,,,
Hexatoma,Hexatoma,Hexatoma,Limoniidae,Hexatoma,,1214,17.700161,,eurythermal,,cold,,3.063201682,*Unimodal,14.63695932,20.76336269,16.2,10.2,30.8,12.1,23,330,283,0,,1214,Hexatoma,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Hexatoma,,,,,
Paradelphomyia,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,1,Paradelphomyia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Paradelphomyia,,,,,
Pilaria,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,15,Pilaria,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pilaria,,,,,
Pseudolimnophila,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,2,Pseudolimnophila,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pseudolimnophila,,,,,
Ulomorpha,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,9,Ulomorpha,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Ulomorpha,,,,,
Antocha,Antocha,Antocha,Limoniidae,Antocha,,1290,19.14297928,,eurythermal,,cool,,3.012044459,Unimodal/Increaser,16.13093482,22.15502374,20.8,11.8,30.6,13.6,28.2,487,493,0,,1290,Antocha,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Antocha,,,,,
Dicranomyia,Dicranomyia,Dicranomyia,Limoniidae,Dicranomyia,,68,17.17090177,LowProbOcc,eurythermal,,?,,3.64004297,*Decreaser,13.5308588,20.81094474,3.8,NA,NA,NA,NA,277,51.5,0,,68,Dicranomyia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Dicranomyia,,,,,
Helius,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,6,Helius,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Helius,,,,,
Lipsothrix,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,1,Lipsothrix,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Lipsothrix,,,,,
Limoniidae,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,215,Limoniidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Dicranota,Dicranota,Dicranota,Pediciidae,Dicranota,,2125,17.29234412,,eurythermal,,cool,,2.888448538,Unimodal/Decreaser,14.40389559,20.18079266,16.6,3.8,26.1,3.8,24.2,283,299.5,0,,2125,Dicranota,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Dicranota,,,,,
Pedicia,Pedicia,Pedicia,Pediciidae,Pedicia,,57,15.74507682,LowProbOcc,cold,,core cold,,3.910322173,*Unimodal,11.83475465,19.65539899,9.6,NA,NA,NA,NA,166,119,0,,57,Pedicia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Pedicia,,,,,
Pediciidae,Tipulidae,666,666,666,"too difficult to parse out with changes within family and split to 4 families, including Limoniidae",3181,18.02085064,,eurythermal,,,Decreaser,3.197623429,*Unimodal,14.82322721,21.21847407,17.2,3.8,30.8,3.8,30.3,372,336.5,0,,23,Pediciidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,,,,,,,,,
Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini,,573,16.57820787,,cold,,eurythermal,Decreaser,3.097884527,*Unimodal,13.48032334,19.6760924,16.4,8.6,21.8,NA,NA,222,288,0,,573,Pericomaini,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Pericomaini,,,,,,,
Psychodini,Psychodinae,666,666,666,,827,17.11311784,,eurythermal,,eurythermal,,3.345220447,*Unimodal,13.76789739,20.45833829,18,7.9,25.7,13.3,21.6,266,376.5,0,,9,Psychodini,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,
Maruina,Maruina,Maruina,Maruina,Maruina,,286,19.2735319,,cool,,cool/warm,Increaser,3.379762834,Unimodal/Increaser,15.89376907,22.65329474,20.5,19.5,21.6,NA,NA,504,483.5,0,,286,Maruina,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
Psychodidae,Psychodidae,666,666,666,,932,17.13306507,,eurythermal,,eurythermal,,3.24662604,*Unimodal,13.88643903,20.37969111,17.3,7,26.2,12,22.1,268,344.5,0,,142,Psychodidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,
Ptychoptera,Ptychoptera,Ptychopteridae,Ptychopteridae,Ptychopteridae,,183,18.02220564,LowProbOcc,cool,,cool,,1.898690229,*Unimodal,16.12351542,19.92089587,18.3,NA,NA,NA,NA,373,391,0,,183,Ptychoptera,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,
Ptychopteridae,Ptychopteridae,Ptychopteridae,Ptychopteridae,Ptychopteridae,"single genera with much fewer observations, similar optima",190,18.04012512,LowProbOcc,cool,,cool,,1.901756457,*Unimodal,16.13836866,19.94188158,18.5,NA,NA,NA,NA,377,400,0,,8,Ptychopteridae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,
Metacnephia,Simuliidae,666,666,666,,2917,18.53824657,,eurythermal,,eurythermal,,3.245519672,*Unimodal,15.2927269,21.78376624,17.3,3.8,30.8,3.8,30.8,425,344.5,1,,1,Metacnephia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Metacnephia,,,,,
Stegopterna,Simuliidae,666,666,666,,2917,18.53824657,,eurythermal,,eurythermal,,3.245519672,*Unimodal,15.2927269,21.78376624,17.3,3.8,30.8,3.8,30.8,425,344.5,1,,2,Stegopterna,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Stegopterna,,,,,
Twinnia,Simuliidae,666,666,666,,2917,18.53824657,,eurythermal,,eurythermal,,3.245519672,*Unimodal,15.2927269,21.78376624,17.3,3.8,30.8,3.8,30.8,425,344.5,1,,2,Twinnia,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Twinnia,,,,,
Simulium,Simulium,Simulium,Simulium,Simulium,,2538,18.5973652,,eurythermal,,eurythermal,Increaser,2.938885663,Unimodal/Increaser,15.65847953,21.53625086,17.8,5,30.8,8.1,30.8,431,365,0,,2538,Simulium,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,,373,13.58318695,,core cold,,core cold,Decreaser,3.65512139,*Unimodal,9.928065558,17.23830834,9.1,3.8,15.4,3.8,14.2,53,115.5,0,,373,Helodon,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,Helodon,,,,,
Simuliidae,Simuliidae,666,666,666,,2917,18.53824657,,eurythermal,,eurythermal,,3.245519672,*Unimodal,15.2927269,21.78376624,17.3,3.8,30.8,3.8,30.8,425,344.5,1,,467,Simuliidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Tanyderidae,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,12,Tanyderidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tanyderidae,,,,,,,,,
Thaumaleidae,Thaumaleidae,Thaumaleidae,Thaumaleidae,Thaumaleidae,,200,14.44847435,,core cold,,core cold,Decreaser,3.311293428,*Decreaser,11.13718092,17.75976777,3.8,3.8,13,NA,NA,81,51.5,0,,200,Thaumaleidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Thaumaleidae,,,,,,,,,
Holorusia,Tipulidae,666,666,666,"too difficult to parse out with changes within family and split to 4 families, including Limoniidae",3181,18.02085064,,eurythermal,,,Decreaser,3.197623429,*Unimodal,14.82322721,21.21847407,17.2,3.8,30.8,3.8,30.3,372,336.5,0,,4,Holorusia hespera,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Holorusia,,,,,
Tipula,Tipula,Tipula,Tipula,Tipula,,424,18.31538521,,cool,,cool,Increaser,3.055044396,*Unimodal,15.26034081,21.3704296,17,14.3,24.3,NA,NA,405,321.5,0,,424,Tipula,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Tipula,,,,,
Tipulidae,Tipulidae,666,666,666,"too difficult to parse out with changes within family and split to 4 families, including Limoniidae",3181,18.02085064,,eurythermal,,,Decreaser,3.197623429,*Unimodal,14.82322721,21.21847407,17.2,3.8,30.8,3.8,30.3,372,336.5,0,,274,Tipulidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,,,,,,,
NA,Ceratopogonidae,666,666,666,,2111,18.24167501,,eurythermal,,eurythermal,,3.603169501,*Unimodal,14.63850551,21.84484451,17.3,3.8,30.8,7.8,30.8,395,344.5,0,PRODUCT OF ROLLING TAXONOMY,0,Ceratopogonidae,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,,,,,,,,,,
Nematocera,Nematocera,666,666,666,,3873,18.32202489,,eurythermal,,,,3.760705973,Flat,14.56131892,22.08273086,15.2,3.8,30.8,3.8,30.8,407,248,1,,92,Nematocera,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,,,,,,,,,,
Diptera,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,129,Diptera,Diptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,,,,,,,,,,,,
Cercobrachys,Caenidae,Caenis,Caenis,Caenis,could leave at genus--looks better and only lose one record; Sean all Caenis--only general likely to see,84,24.6243863,,warm,hot,HOT,,3.234851333,*Increaser,21.38953497,27.85923763,30.8,24.2,30.8,27,30.8,831,780,0,,1,Cercobrachys,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Cercobrachini,,Cercobrachys,,,,,
Caenis,Caenis,Caenis,Caenis,Caenis,,83,24.62401429,,warm,hot,HOT,,3.25341114,*Increaser,21.37060315,27.87742543,30.8,24.2,30.8,27,30.8,830,780,0,,83,Caenis,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Caeninae,,,Caenis,,,,,
Caenidae,Caenidae,Caenis,Caenis,Caenis,could leave at genus--looks better and only lose one record; Sean all Caenis--only general likely to see,84,24.6243863,,warm,hot,HOT,,3.234851333,*Increaser,21.38953497,27.85923763,30.8,24.2,30.8,27,30.8,831,780,0,,4,Caenidae,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,,,,,,,,,
Attenella delantala,Attenella delantala,Attenella delantala,Attenella,Attenella delantala,,283,17.35251621,,cold,,cold,Decreaser,2.162149358,*Unimodal,15.19036685,19.51466556,17.1,15.4,19,NA,NA,291,327.5,0,,283,Attenella delantala,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala
Attenella margarita,Attenella margarita,Attenella margarita,Attenella,Attenella margarita,,82,20.81314411,LowProbOcc,warm,,warm,,2.028311435,*Unimodal,18.78483268,22.84145555,21.6,NA,NA,NA,NA,647,515.5,0,,82,Attenella margarita,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita
Attenella,Attenella,666,Attenella,666,most of data at genera,623,18.34205543,,cool,,cool,Increaser,2.745243701,Unimodal/Increaser,15.59681173,21.08729913,17.8,14.2,23.8,16.1,20.1,409,365,0,,276,Attenella,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,
Caudatella cascadia,Caudatella hystrix,Caudatella hystrix,Caudatella,Caudatella hystrix,,128,12.46432663,,core cold,very cold,core cold,,2.689890979,*Decreaser,9.774435646,15.15421761,3.8,3.8,12.6,3.8,8.5,30,51.5,0,,3,Caudatella cascadia,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,cascadia
Caudatella edmundsi,Caudatella,666,Caudatella,666,most of data at genera,727,13.10492647,,core cold,,core cold,Decreaser,2.916802818,*Decreaser,10.18812365,16.02172929,3.8,3.8,18,3.8,16.1,44,51.5,0,,19,Caudatella edmundsi,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,edmundsi
Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,,32,17.52224041,LowProbOcc,cold,,cool,,3.242991142,Flat,14.27924927,20.76523155,16.3,NA,NA,NA,NA,314,285,0,,32,Caudatella heterocaudata,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,heterocaudata
Caudatella hystrix,Caudatella hystrix,Caudatella hystrix,Caudatella,Caudatella hystrix,,128,12.46432663,,core cold,very cold,core cold,,2.689890979,*Decreaser,9.774435646,15.15421761,3.8,3.8,12.6,3.8,8.5,30,51.5,0,,128,Caudatella hystrix,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,hystrix
Caudatella jacobi,Caudatella,666,Caudatella,666,most of data at genera,727,13.10492647,,core cold,,core cold,Decreaser,2.916802818,*Decreaser,10.18812365,16.02172929,3.8,3.8,18,3.8,16.1,44,51.5,0,,11,Caudatella jacobi,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,jacobi
Caudatella,Caudatella,666,Caudatella,666,most of data at genera,727,13.10492647,,core cold,,core cold,Decreaser,2.916802818,*Decreaser,10.18812365,16.02172929,3.8,3.8,18,3.8,16.1,44,51.5,0,,609,Caudatella,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,
Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella,Drunella,,727,15.25966177,,cold,,"core cold - I just want to see the RA plots, because lots of occurrences at higher temps",Decreaser,3.35055005,*Unimodal,11.90911172,18.61021182,12.3,4.1,18.2,6.9,16.5,125,163.5,0,,727,Drunella coloradensis/flavilinea,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,coloradensis/flavilinea
Drunella doddsii,Drunella doddsii,Drunella doddsii,Drunella,Drunella,,1871,15.29887044,,eurythermal,,"core cold - I just want to see the RA plots, because lots of occurrences at higher temps",Decreaser,3.109399468,Unimodal/Decreaser,12.18947097,18.40826991,12,3.8,24.1,3.8,22.5,129,159.5,0,,1871,Drunella doddsii,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,doddsii
Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella,Drunella,,806,15.48736839,,cold,,"core cold - I just want to see the RA plots, because lots of occurrences at higher temps",Decreaser,2.959243257,*Unimodal,12.52812513,18.44661164,13,7.3,21.7,9.1,17.3,145,184.5,0,,806,Drunella grandis/spinifera,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,grandis/spinifera
Drunella pelosa,Drunella,666,Drunella,Drunella,very little difference among genera,2386,15.36546067,,eurythermal,,"core cold - I just want to see the RA plots, because lots of occurrences at higher temps",Decreaser,3.132796222,Unimodal/Decreaser,12.23266445,18.49825689,12.7,3.8,27.1,3.8,24.8,135,175.5,0,,11,Drunella pelosa,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,pelosa
Drunella,Drunella,666,Drunella,Drunella,very little difference among genera,2386,15.36546067,,eurythermal,,"core cold - I just want to see the RA plots, because lots of occurrences at higher temps",Decreaser,3.132796222,Unimodal/Decreaser,12.23266445,18.49825689,12.7,3.8,27.1,3.8,24.8,135,175.5,0,,448,Drunella,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,
Ephemerella excrucians group,Ephemerella excrucians group,Ephemerella excrucians group,Ephemerella,Ephemerella excrucians group,,278,18.38142899,,eurythermal,,cool/warm - high TOL,,4.835608373,*Unimodal,13.54582061,23.21703736,12.7,9.6,15.1,NA,NA,414,175.5,0,,278,Ephemerella Excrucians Gr.,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,Excrucians Gr.,,,
Ephemerella alleni,Ephemerella,666,Ephemerella,666,,1510,17.87108529,,eurythermal,,cool,,4.111439169,*Unimodal,13.75964612,21.98252446,14.7,5.5,30.8,7.8,28.3,352,231.5,0,,23,Ephemerella alleni,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,alleni
Ephemerella aurivillii,Ephemerella aurivillii,Ephemerella aurivillii,Ephemerella,Ephemerella aurivillii,,36,19.52858905,LowProbOcc,cool,,cool,,3.456717963,*Increaser,16.07187108,22.98530701,30.8,NA,NA,NA,NA,538,780,0,,36,Ephemerella aurivillii,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,aurivillii
Ephemerella tibialis,Ephemerella tibialis,Ephemerella tibialis,Ephemerella,Ephemerella tibialis,,804,17.45213739,,eurythermal,,cold,Decreaser,2.932768217,*Unimodal,14.51936917,20.3849056,14.9,10.8,23.5,12.4,18.6,304,238,0,,804,Ephemerella tibialis,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Vittapallia,,,,tibialis
Ephemerella,Ephemerella,666,Ephemerella,666,,1510,17.87108529,,eurythermal,,cool,,4.111439169,*Unimodal,13.75964612,21.98252446,14.7,5.5,30.8,7.8,28.3,352,231.5,0,,587,Ephemerella,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,,,,,
